scraped_at,Competition Name,Price (£),Total Tickets,Sold Tickets,Sold Percentage (%),Total Sold Value (£)
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #434,0.65,1849,1,1.0,0.65
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #433,0.1,11999,11,1.0,1.1
2026-07-22 20:59:19,WIN 2026 VOKEY SM11 CHROME WEDGES #55,1.72,699,1,1.0,1.72
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHROME WEDGES #98,0.85,1299,1,1.0,0.85
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #35,0.25,2999,1,1.0,0.25
2026-07-22 20:59:19,WIN NEW SCOTTY CAMERON PHANTOM 3.2 PUTTER #3,0.15,7999,1,1.0,0.15
2026-07-22 20:59:19,WIN 2026 LAB VZN.1I PUTTER #5,3.75,329,25,8.0,93.75
2026-07-22 20:59:19,WIN TAYLORMADE P SERIES UDI #19,0.44,1199,8,1.0,3.52
2026-07-22 20:59:19,WIN GARMIN S44 GPS #110,3.25,259,1,1.0,3.25
2026-07-22 20:59:19,WIN SHOTSCOPE LM1 LAUNCH MONITOR #40,1.75,349,0,0.0,0.0
2026-07-22 20:59:19,WIN OGIO ALL ELEMENTS SILENCER CART BAG #18,0.36,1799,4,1.0,1.44
2026-07-22 20:59:19,WIN 4 DOZEN TAYLORMADE TP5 PIX #29,0.85,599,2,1.0,1.7
2026-07-22 20:59:19,WIN 1000 TICKETS INTO ASTON MARTIN COMP #11,3.75,225,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TITLEIST GTS DRIVER #19,0.39,3099,0,0.0,0.0
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHROME WEDGES #99,0.17,6599,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #36,0.25,2999,0,0.0,0.0
2026-07-22 20:59:19,WIN TAG HEUER CONNECTED CALIBRE E5 X TAYLORMADE EDITION #8,3.35,1499,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D WOODS & P790 IRONS #51,0.37,11999,3,1.0,1.11
2026-07-22 20:59:19,WIN NAVEE BIRDIE 3 REMOTE #38,3.75,499,0,0.0,0.0
2026-07-22 20:59:19,WIN TITLEIST T SERIES IRONS 5-PW #59,0.12,19999,0,0.0,0.0
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #437,2.55,469,0,0.0,0.0
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #436,0.65,1849,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TITLEIST GTS300 MINI DRIVER #1,0.17,6999,0,0.0,0.0
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHARCOAL WEDGES #57,0.55,2199,0,0.0,0.0
2026-07-22 20:59:19,WIN LTD EDITION TITLEIST SM11 BLACK VAPOR WEDGES #1,3.75,399,1,1.0,3.75
2026-07-22 20:59:19,WIN SCOTTY CAMERON STUDIO STYLE #140,0.27,3999,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #45,3.75,199,0,0.0,0.0
2026-07-22 20:59:19,WIN CUSTOM L.A.B DF3 RED (RH 34) #2,3.55,339,0,0.0,0.0
2026-07-22 20:59:19,WIN GARMIN R10 LAUNCH MONITOR #10,0.12,9999,50,1.0,6.0
2026-07-22 20:59:19,WIN 4 DOZEN PROV1 GOLF BALLS #106,0.85,549,0,0.0,0.0
2026-07-26 20:50:39,"WIN ASTON MARTIN DB11 4.0 V8 OR £70,000 TAX FREE CASH #1",0.79,205999,69691,34.0,55055.89
2026-07-26 20:50:39,HUGE JULY INSTANT WIN – 4000 INSTANT WIN PRIZES WORTH £400K #1,2.75,299999,48594,16.0,133633.5
2026-07-26 20:50:39,"PHIL’S FLIP & WIN – 20,000 INSTANT WINS- £150K WORTH OF PRIZES #1",6.75,40000,3507,9.0,23672.25
2026-07-26 20:50:39,FREE TO PLAY: WIN 2026 DRIVER #1,0.0,9999,1682,17.0,0.0
2026-07-26 20:50:39,WIN 2025 ROLEX OYSTER PERPETUAL GREEN DIAL + CUSTOM SCOTTY CAMERON #6,0.65,29999,985,3.0,640.25
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #34,3.75,199,43,22.0,161.25
2026-07-26 20:50:39,WIN 1000 TICKETS INTO ASTON MARTIN COMP #9,3.75,225,70,31.0,262.5
2026-07-26 20:50:39,WIN 2026 TITLEIST GTS DRIVER #19,0.39,3099,268,9.0,104.52
2026-07-26 20:50:39,WIN TAG HEUER CONNECTED CALIBRE E5 X TAYLORMADE EDITION #7,0.25,19999,1692,8.0,423.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE QI4D WOODS & P790 IRONS #50,3.75,1199,71,6.0,266.25
2026-07-26 20:50:39,WIN 2026 CALLAWAY QUANTUM IRONS 5-PW #18,0.75,2499,302,12.0,226.5
2026-07-26 20:50:39,WIN NAVEE BIRDIE 3 REMOTE #37,0.22,8999,1023,11.0,225.06
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #432,2.55,469,2,1.0,5.1
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #431,0.65,1849,64,3.0,41.6
2026-07-26 20:50:39,WIN TAYLORMADE MG5 CHARCOAL WEDGES #56,0.15,7999,536,7.0,80.4
2026-07-26 20:50:39,WIN 2026 VOKEY SM11 JET BLACK WEDGES #54,0.66,1799,85,5.0,56.1
2026-07-26 20:50:39,WIN TAYLORMADE SPIDER 5K ZT PUTTER #87,3.75,299,10,3.0,37.5
2026-07-26 20:50:39,WIN SCOTTY CAMERON STUDIO STYLE #139,1.33,799,40,5.0,53.2
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #43,0.25,2999,281,9.0,70.25
2026-07-26 20:50:39,WIN GARMIN Z30 RANGEFINDER #16,3.75,199,9,5.0,33.75
2026-07-26 20:50:39,WIN CALLAWAY FAIRWAY C HD BLACK CAMO STAND #8,0.35,1299,145,11.0,50.75
2026-07-26 20:50:39,WIN 4 DOZEN PROV1X #91,0.75,699,69,10.0,51.75
2026-07-26 20:50:39,WIN 2026 ODYSSEY DAMASCUS MILLED #15,0.35,3099,56,2.0,19.6
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #44,2.5,299,7,2.0,17.5
2026-07-26 20:50:39,WIN 2026 TAYLORMADE QI4D DRIVER #53,3.75,329,1,1.0,3.75
2026-07-26 20:50:39,WIN 1000 TICKETS INTO ASTON MARTIN COMP #10,0.38,2250,77,3.0,29.26
2026-07-26 20:50:39,WIN 2026 PING G440 £3K MEGA BUNDLE #28,0.27,26999,1477,5.0,398.79
2026-07-26 20:50:39,"WIN 2026 TAYLORMADE QI4D WOODS (DRIVER, FW, HYBRID) #70",0.7,3499,111,3.0,77.7
2026-07-26 20:50:39,WIN 2026 TITLEIST SHORT GAME CHROME BUNDLE #11,0.12,18999,229,1.0,27.48
2026-07-26 20:50:39,WIN TAYLORMADE P790 IRONS (5-PW) #293,3.75,599,7,1.0,26.25
2026-07-26 20:50:39,WIN POWAKADDY FX1 ELECTRIC TROLLEY #128,0.66,1999,116,6.0,76.56
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #435,2.55,469,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #434,0.65,1849,29,2.0,18.85
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #433,0.1,11999,254,2.0,25.4
2026-07-26 20:50:39,WIN 2026 VOKEY SM11 CHROME WEDGES #55,1.72,699,8,1.0,13.76
2026-07-26 20:50:39,WIN TAYLORMADE MG5 CHROME WEDGES #98,0.85,1299,23,2.0,19.55
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #35,0.25,2999,87,3.0,21.75
2026-07-26 20:50:39,WIN NEW SCOTTY CAMERON PHANTOM 3.2 PUTTER #3,0.15,7999,97,1.0,14.55
2026-07-26 20:50:39,WIN 2026 LAB VZN.1I PUTTER #5,3.75,329,44,13.0,165.0
2026-07-26 20:50:39,WIN TAYLORMADE P SERIES UDI #19,0.44,1199,12,1.0,5.28
2026-07-26 20:50:39,WIN GARMIN S44 GPS #110,3.25,259,18,6.0,58.5
2026-07-26 20:50:39,WIN SHOTSCOPE LM1 LAUNCH MONITOR #40,1.75,349,5,1.0,8.75
2026-07-26 20:50:39,WIN OGIO ALL ELEMENTS SILENCER CART BAG #18,0.36,1799,39,2.0,14.04
2026-07-26 20:50:39,WIN 4 DOZEN TAYLORMADE TP5 PIX #29,0.85,599,42,7.0,35.7
2026-07-26 20:50:39,WIN 1000 TICKETS INTO ASTON MARTIN COMP #11,3.75,225,3,1.0,11.25
2026-07-26 20:50:39,WIN 2026 TITLEIST GTS DRIVER #19,0.39,3099,17,1.0,6.63
2026-07-26 20:50:39,WIN TAYLORMADE MG5 CHROME WEDGES #99,0.17,6599,67,1.0,11.39
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #36,0.25,2999,17,1.0,4.25
2026-07-26 20:50:39,WIN TAG HEUER CONNECTED CALIBRE E5 X TAYLORMADE EDITION #8,3.35,1499,7,1.0,23.45
2026-07-26 20:50:39,WIN 2026 TAYLORMADE QI4D WOODS & P790 IRONS #51,0.37,11999,225,2.0,83.25
2026-07-26 20:50:39,WIN NAVEE BIRDIE 3 REMOTE #38,3.75,499,3,1.0,11.25
2026-07-26 20:50:39,WIN TITLEIST T SERIES IRONS 5-PW #59,0.12,19999,606,3.0,72.72
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #437,2.55,469,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #436,0.65,1849,11,1.0,7.15
2026-07-26 20:50:39,WIN 2026 TITLEIST GTS300 MINI DRIVER #1,0.17,6999,80,1.0,13.6
2026-07-26 20:50:39,WIN TAYLORMADE MG5 CHARCOAL WEDGES #57,0.55,2199,24,1.0,13.2
2026-07-26 20:50:39,WIN LTD EDITION TITLEIST SM11 BLACK VAPOR WEDGES #1,3.75,399,4,1.0,15.0
2026-07-26 20:50:39,WIN SCOTTY CAMERON STUDIO STYLE #140,0.27,3999,13,1.0,3.51
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #45,3.75,199,1,1.0,3.75
2026-07-26 20:50:39,WIN CUSTOM L.A.B DF3 RED (RH 34) #2,3.55,339,0,0.0,0.0
2026-07-26 20:50:39,WIN GARMIN R10 LAUNCH MONITOR #10,0.12,9999,193,2.0,23.16
2026-07-26 20:50:39,WIN 4 DOZEN PROV1 GOLF BALLS #106,0.85,549,70,13.0,59.5
2026-07-26 20:50:39,WIN 2026 TAYLORMADE QI4D DRIVER #54,3.75,329,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #46,0.25,2999,3,1.0,0.75
2026-07-26 20:50:39,WIN SCOTTY CAMERON STUDIO STYLE #141,0.75,1499,3,1.0,2.25
2026-07-26 20:50:39,WIN 1000 TICKETS INTO ASTON MARTIN COMP #12,0.18,4699,237,5.0,42.66
2026-07-26 20:50:39,WIN 2026 TAYLORMADE QI4D £3K BUNDLE #41,0.33,21999,294,1.0,97.02
2026-07-26 20:50:39,WIN 2026 PING G440 K WOODS BUNDLE #51,0.69,3999,132,3.0,91.08
2026-07-26 20:50:39,WIN TAYLORMADE P790 IRONS (5-PW) #294,3.75,649,1,1.0,3.75
2026-07-26 20:50:39,WIN POWAKADDY FX1 ELECTRIC TROLLEY #129,0.15,8999,222,2.0,33.3
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #439,3.75,329,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #438,0.07,16999,137,1.0,9.59
2026-07-26 20:50:39,WIN 2026 VOKEY SM11 NICKEL WEDGES #55,0.22,5399,29,1.0,6.38
2026-07-26 20:50:39,WIN TAYLORMADE MG5 CHROME WEDGES #100,3.75,299,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #37,2.5,299,8,3.0,20.0
2026-07-26 20:50:39,WIN 2026 ODYSSEY DAMASCUS MILLED #15,0.35,3099,3,1.0,1.05
2026-07-26 20:50:39,WIN TAYLORMADE SPIDER 5K ZT PUTTER #88,0.07,15999,379,2.0,26.53
2026-07-26 20:50:39,WIN TITLEIST U505 UTILITY #3,0.08,5999,78,1.0,6.24
2026-07-26 20:50:39,WIN SHOTSCOPE LM1 LAUNCH MONITOR #41,0.18,3499,13,1.0,2.34
2026-07-26 20:50:39,WIN GARMIN Z30 RANGEFINDER #17,3.75,199,2,1.0,7.5
2026-07-26 20:50:39,WIN GARMIN S44 GPS #111,3.25,259,2,1.0,6.5
2026-07-26 20:50:39,WIN 2026 CALLAWAY QUANTUM STAFF STAND #6,0.17,5399,37,1.0,6.29
2026-07-26 20:50:39,WIN 4 DOZEN PROV1X #92,0.75,699,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE QI4D SHADOWFALL DRIVER #15,3.75,399,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #38,0.5,1499,1,1.0,0.5
2026-07-26 20:50:39,WIN 1000 TICKETS INTO ASTON MARTIN COMP #13,0.37,2299,3,1.0,1.11
2026-07-26 20:50:39,WIN 1000 TICKETS INTO ASTON MARTIN COMP #14,3.75,225,0,0.0,0.0
2026-07-26 20:50:39,"WIN 2026 TAYLORMADE QI4D WOODS (DRIVER, FW, HYBRID) #71",0.7,3499,9,1.0,6.3
2026-07-26 20:50:39,WIN TITLEIST T SERIES IRONS 5-PW #61,0.12,19999,395,2.0,47.4
2026-07-26 20:50:39,WIN TAYLORMADE P790 IRONS (5-PW) #295,0.66,3499,11,1.0,7.26
2026-07-26 20:50:39,WIN POWAKADDY CT6 GPS ELECTRIC TROLLEY #1,0.35,6999,141,2.0,49.35
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #441,1.75,699,2,1.0,3.5
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #440,0.33,3599,25,1.0,8.25
2026-07-26 20:50:39,WIN 2026 VOKEY SM11 CHROME WEDGES #56,0.17,6999,19,1.0,3.23
2026-07-26 20:50:39,WIN TAYLORMADE MG5 CHARCOAL WEDGES #58,0.15,7999,72,1.0,10.8
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #47,3.75,199,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW SCOTTY CAMERON PHANTOM 3.2 PUTTER #4,0.15,7999,13,1.0,1.95
2026-07-26 20:50:39,WIN BUSHNELL WINGMAN HD #1,0.12,4999,3,1.0,0.36
2026-07-26 20:50:39,WIN 4 DOZEN TAYLORMADE TP5 PIX #30,0.85,599,2,1.0,1.7
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #48,0.25,2999,0,0.0,0.0
2026-07-26 20:50:39,WIN 1000 TICKETS INTO ROLEX OP GREEN COMP #1,0.32,1999,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 VOKEY SM11 JET BLACK WEDGES #55,3.75,329,0,0.0,0.0
2026-07-26 20:50:39,WIN 1000 TICKETS INTO TAYLORMADE £7.5K BUNDLE #1,0.22,2999,0,0.0,0.0
2026-07-26 20:50:39,WIN TAG HEUER CONNECTED CALIBRE E5 X TAYLORMADE EDITION #9,0.66,7499,10,1.0,6.6
2026-07-26 20:50:39,WIN 2026 TITLEIST GTS £3K MEGA BUNDLE #14,0.33,21999,7,1.0,2.31
2026-07-26 20:50:39,WIN NAVEE BIRDIE 3 REMOTE #39,0.22,8999,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SHORT GAME BUNDLE #6,3.75,499,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #443,3.75,329,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #442,0.1,11999,0,0.0,0.0
2026-07-26 20:50:39,WIN TAYLORMADE P790 IRONS (5-PW) #296,0.07,33999,26,1.0,1.82
2026-07-26 20:50:39,WIN CALLAWAY OPUS SP BLACK SHADOW WEDGES #19,0.45,2499,0,0.0,0.0
2026-07-26 20:50:39,WIN TAYLORMADE MG5 CHROME WEDGES #101,3.75,299,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #39,3.75,199,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #49,0.25,2999,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 LAB VZN.1I PUTTER #6,3.75,329,0,0.0,0.0
2026-07-26 20:50:39,WIN GARMIN R10 LAUNCH MONITOR #11,0.12,9999,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE QI4D STAFF STAND #9,0.34,2699,0,0.0,0.0
2026-07-26 20:50:39,WIN 4 DOZEN TAYLORMADE TP5 STRIPE #8,0.8,799,0,0.0,0.0
2026-07-26 20:50:39,WIN 1000 TICKETS INTO ROLEX OP GREEN COMP #2,0.05,12999,1,1.0,0.05
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #50,0.25,2999,0,0.0,0.0
2026-07-26 20:50:39,WIN 1000 TICKETS INTO TAYLORMADE £7.5K BUNDLE #3,2.5,259,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE £7.5K MEGA BUNDLE #38,0.66,23999,10,1.0,6.6
2026-07-26 20:50:39,WIN LTD EDITION TITLTIEST T150 BLACK VAPOR IRONS #2,0.2,19999,0,0.0,0.0
2026-07-26 20:50:39,"WIN 2026 TAYLORMADE QI4D WOODS (DRIVER, FW, HYBRID) #72",3.75,649,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TITLEIST SHORT GAME CHROME BUNDLE #12,0.25,8999,0,0.0,0.0
2026-07-26 20:50:39,WIN POWAKADDY RX REMOTE #12,0.33,6999,0,0.0,0.0
2026-07-26 20:50:39,WIN TAYLORMADE P790 IRONS (5-PW) #297,0.69,3499,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #445,3.75,329,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW 2026 DRIVER #444,0.07,16999,0,0.0,0.0
2026-07-26 20:50:39,WIN TAYLORMADE R7 QUAD MINI DRIVER #25,0.37,2499,0,0.0,0.0
2026-07-26 20:50:39,WIN TAYLORMADE MG5 CHROME WEDGES #102,0.85,1299,0,0.0,0.0
2026-07-26 20:50:39,WIN LTD EDITION TITLEIST SM11 BLACK VAPOR WEDGES #2,3.75,399,0,0.0,0.0
2026-07-26 20:50:39,WIN NEW SCOTTY CAMERON PHANTOM 3.2 PUTTER #5,0.15,7999,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #51,2.5,299,0,0.0,0.0
2026-07-26 20:50:39,WIN CUSTOM L.A.B DF3 ORANGE #6,3.55,339,0,0.0,0.0
2026-07-26 20:50:39,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #40,0.25,2999,0,0.0,0.0
2026-07-26 20:50:39,WIN SHOTSCOPE LM1 LAUNCH MONITOR #42,1.75,349,0,0.0,0.0
2026-07-26 20:50:39,WIN 4 DOZEN PROV1 GOLF BALLS #107,0.85,549,0,0.0,0.0
